Date,County,State,Vehicle.Primary.Use,Battery.Electric.Vehicles..BEVs.,Plug.In.Hybrid.Electric.Vehicles..PHEVs.,Electric.Vehicle..EV..Total,Non.Electric.Vehicle.Total,Total.Vehicles,Percent.Electric.Vehicles
January 31 2023,Botetourt,VA,Passenger,1,0,1,0,1,100
October 31 2017,King,WA,Passenger,10937,4479,15416,1371616,1387032,1.11
August 31 2018,Island,WA,Passenger,216,205,421,62674,63095,0.67
January 31 2017,Spokane,WA,Passenger,221,196,417,295956,296373,0.14
February 29 2020,San Juan,WA,Passenger,279,82,361,14322,14683,2.46
September 30 2018,Dallas,TX,Passenger,0,1,1,208,209,0.48
December 31 2021,Contra Costa,CA,Passenger,1,3,4,250,254,1.57
July 31 2019,Mecklenburg,NC,Passenger,1,0,1,92,93,1.08
July 31 2024,Lincoln,WA,Truck,1,0,1,4752,4753,0.02
June 30 2017,Riverside,CA,Passenger,1,1,2,820,822,0.24
August 31 2020,Lake,FL,Passenger,1,0,1,25,26,3.85
March 31 2017,Nassau,NY,Passenger,0,1,1,41,42,2.38
June 30 2024,Madison,AL,Passenger,1,0,1,30,31,3.23
November 30 2019,Harford,MD,Passenger,0,1,1,63,64,1.56
March 31 2019,Benton,WA,Truck,0,0,0,41527,41527,0
March 31 2020,Clallam,WA,Truck,1,0,1,21804,21805,0
June 30 2018,Fairfax,VA,Passenger,3,1,4,826,830,0.48
February 28 2023,Nueces,TX,Passenger,0,1,1,55,56,1.79
October 31 2020,Ventura,CA,Passenger,1,1,2,292,294,0.68
April 30 2022,Randolph,NC,Passenger,1,0,1,5,6,16.67
September 30 2018,Carroll,NH,Passenger,0,1,1,1,2,50
June 30 2020,Benton,WA,Passenger,358,321,679,134171,134850,0.5
March 31 2020,Jefferson,WA,Passenger,234,141,375,25059,25434,1.47
October 31 2018,Chelan,WA,Passenger,126,59,185,53925,54110,0.34
December 31 2017,Norfolk,VA,Passenger,1,1,2,310,312,0.64
September 30 2022,Wahkiakum,WA,Passenger,24,12,36,3078,3114,1.16
March 31 2021,Okanogan,WA,Truck,0,0,0,16661,16661,0
May 31 2021,Montgomery,AL,Passenger,1,0,1,40,41,2.44
July 31 2024,Hillsborough,FL,Passenger,3,2,5,77,82,6.1
February 28 2022,Marion,IN,Passenger,1,0,1,49,50,2
July 31 2019,Bergen,NJ,Passenger,1,0,1,26,27,3.7
May 31 2024,Cowlitz,WA,Passenger,703,280,983,69433,70416,1.4
February 28 2023,Wichita,TX,Passenger,1,0,1,38,39,2.56
March 31 2022,Sevier,AR,Passenger,0,1,1,0,1,100
June 30 2020,Bexar,TX,Passenger,2,5,7,629,636,1.1
May 31 2022,Travis,TX,Passenger,2,1,3,129,132,2.27
April 30 2023,Thurston,WA,Truck,55,0,55,53990,54045,0.1
February 28 2018,Santa Clara,CA,Passenger,7,1,8,390,398,2.01
September 30 2019,Clay,FL,Passenger,0,1,1,87,88,1.14
May 31 2019,Charles,MD,Passenger,0,1,1,87,88,1.14
April 30 2022,Spokane,WA,Passenger,1506,809,2315,325099,327414,0.71
February 29 2024,Harnett,NC,Passenger,3,1,4,133,137,2.92
September 30 2021,Greene,MO,Passenger,0,1,1,34,35,2.86
September 30 2021,Queens,NY,Passenger,2,0,2,49,51,3.92
October 31 2017,Franklin,MA,Passenger,0,1,1,5,6,16.67
December 31 2020,Whatcom,WA,Passenger,1218,550,1768,149926,151694,1.17
September 30 2021,Harris,TX,Passenger,1,1,2,221,223,0.9
February 29 2024,Lake,IL,Passenger,6,0,6,117,123,4.88
September 30 2020,Morris,NJ,Passenger,1,0,1,16,17,5.88
August 31 2021,Plaquemines,LA,Passenger,0,1,1,18,19,5.26
September 30 2022,Polk,OR,Passenger,0,1,1,22,23,4.35
March 31 2019,Skagit,WA,Truck,1,0,1,32250,32251,0
February 28 2017,Hawaii,HI,Passenger,1,0,1,91,92,1.09
March 31 2018,Cook,IL,Passenger,1,0,1,283,284,0.35
May 31 2023,Ferry,WA,Truck,0,0,0,3563,3563,0
December 31 2021,Camden,NJ,Passenger,0,1,1,15,16,6.25
October 31 2019,Chelan,WA,Passenger,191,75,266,54645,54911,0.48
March 31 2017,Salt Lake,UT,Passenger,1,1,2,309,311,0.64
April 30 2022,Allegheny,PA,Passenger,2,1,3,68,71,4.23
December 31 2023,Kings,NY,Passenger,2,0,2,37,39,5.13
April 30 2019,Franklin,WA,Truck,0,0,0,19208,19208,0
April 30 2020,Lake,IL,Passenger,1,0,1,174,175,0.57
December 31 2021,Jefferson,NY,Passenger,1,0,1,211,212,0.47
August 31 2021,Salt Lake,UT,Passenger,1,1,2,187,189,1.06
January 31 2024,Prince William,VA,Passenger,1,4,5,151,156,3.21
September 30 2019,Oklahoma,OK,Passenger,0,1,1,136,137,0.73
December 31 2021,Yamhill,OR,Passenger,1,0,1,38,39,2.56
June 30 2023,Anchorage,AK,Passenger,1,0,1,109,110,0.91
June 30 2023,DuPage,IL,Passenger,2,1,3,34,37,8.11
November 30 2021,Orange,FL,Passenger,2,0,2,115,117,1.71
December 31 2023,Escambia,FL,Passenger,0,1,1,121,122,0.82
December 31 2023,Leavenworth,KS,Passenger,0,1,1,77,78,1.28
September 30 2022,Anchorage,AK,Passenger,2,0,2,133,135,1.48
January 31 2023,Rock Island,IL,Passenger,0,1,1,13,14,7.14
February 28 2023,Marion,IA,Passenger,1,0,1,0,1,100
February 29 2020,Jones,GA,Passenger,1,0,1,1,2,50
December 31 2022,Adams,WA,Passenger,23,11,34,12983,13017,0.26
August 31 2024,Ferry,WA,Passenger,32,4,36,4181,4217,0.85
October 31 2019,Dakota,MN,Passenger,0,1,1,35,36,2.78
December 31 2021,Wahkiakum,WA,Truck,0,0,0,1822,1822,0
February 29 2020,DeKalb,GA,Passenger,1,0,1,89,90,1.11
June 30 2017,Hawaii,HI,Passenger,1,0,1,86,87,1.15
August 31 2019,Palm Beach,FL,Passenger,0,2,2,88,90,2.22
May 31 2022,Walla Walla,WA,Passenger,171,96,267,35930,36197,0.74
June 30 2020,Douglas,WA,Truck,0,0,0,12302,12302,0
September 30 2020,Franklin,WA,Truck,0,0,0,20279,20279,0
September 30 2022,Skamania,WA,Truck,0,0,0,3904,3904,0
November 30 2022,Franklin,OH,Passenger,1,0,1,61,62,1.61
December 31 2023,Essex,MA,Passenger,1,0,1,13,14,7.14
August 31 2024,Carroll,MD,Passenger,0,1,1,10,11,9.09
June 30 2018,King,WA,Passenger,13166,5674,18840,1370534,1389374,1.36
October 31 2022,Yakima,WA,Passenger,395,213,608,166193,166801,0.36
May 31 2024,Kitsap,WA,Truck,140,0,140,51539,51679,0.27
November 30 2021,Lake,IL,Passenger,3,0,3,167,170,1.76
March 31 2018,Chelan,WA,Truck,0,0,0,21714,21714,0
July 31 2017,Walla Walla,WA,Truck,0,0,0,13176,13176,0
June 30 2023,San Mateo,CA,Passenger,3,0,3,74,77,3.9
January 31 2021,Collier,FL,Passenger,1,0,1,20,21,4.76
March 31 2017,Prince George's,MD,Passenger,0,1,1,184,185,0.54
July 31 2017,Sedgwick,KS,Passenger,0,1,1,112,113,0.88
April 30 2020,Shelby,OH,Passenger,0,1,1,2,3,33.33
September 30 2017,Norfolk,MA,Passenger,1,0,1,41,42,2.38
March 31 2024,Newport News,VA,Passenger,1,0,1,97,98,1.02
November 30 2019,Skagit,WA,Passenger,349,210,559,92544,93103,0.6
September 30 2024,Kittitas,WA,Passenger,576,149,725,28400,29125,2.49
June 30 2024,San Bernardino,CA,Passenger,2,1,3,244,247,1.21
June 30 2024,Bell,TX,Passenger,2,0,2,203,205,0.98
June 30 2021,Nueces,TX,Passenger,1,0,1,75,76,1.32
March 31 2024,Bexar,TX,Passenger,1,3,4,344,348,1.15
June 30 2023,Fairbanks North Star,AK,Passenger,0,1,1,60,61,1.64
January 31 2024,Escambia,FL,Passenger,0,1,1,118,119,0.84
June 30 2017,Pacific,WA,Truck,0,0,0,7466,7466,0
August 31 2022,Asotin,WA,Truck,0,0,0,6677,6677,0
December 31 2019,Garfield,WA,Passenger,0,1,1,1304,1305,0.08
August 31 2020,Prince William,VA,Passenger,2,3,5,227,232,2.16
October 31 2023,Burlington,NJ,Passenger,2,2,4,81,85,4.71
September 30 2024,Hudson,NJ,Passenger,1,0,1,13,14,7.14
October 31 2023,Loudoun,VA,Passenger,2,1,3,62,65,4.62
February 29 2024,Santa Cruz,CA,Passenger,1,0,1,20,21,4.76
June 30 2021,Wilson,NC,Passenger,1,0,1,1,2,50
September 30 2023,Kittitas,WA,Truck,11,0,11,14608,14619,0.08
September 30 2017,Klickitat,WA,Truck,0,0,0,7980,7980,0
March 31 2022,Pinellas,FL,Passenger,0,1,1,95,96,1.04
September 30 2024,Sonoma,CA,Passenger,1,1,2,49,51,3.92
December 31 2022,Walla Walla,WA,Passenger,201,105,306,35638,35944,0.85
January 31 2020,Pend Oreille,WA,Passenger,8,7,15,9463,9478,0.16
August 31 2021,Cowlitz,WA,Passenger,237,152,389,72074,72463,0.54
November 30 2021,Suffolk,VA,Passenger,1,0,1,126,127,0.79
February 28 2022,Leavenworth,KS,Passenger,0,1,1,100,101,0.99
July 31 2021,Carroll,MD,Passenger,0,1,1,18,19,5.26
February 28 2022,Snohomish,WA,Passenger,7447,2310,9757,535394,545151,1.79
March 31 2020,Duval,FL,Passenger,0,2,2,366,368,0.54
April 30 2022,Grant,WA,Passenger,159,98,257,66827,67084,0.38
July 31 2021,Clark,WA,Passenger,2978,1456,4434,322131,326565,1.36
May 31 2020,Harrison,MS,Passenger,1,0,1,60,61,1.64
December 31 2023,Montgomery,OH,Passenger,0,1,1,39,40,2.5
September 30 2018,Jefferson,CO,Passenger,0,1,1,61,62,1.61
April 30 2017,Guilford,NC,Passenger,1,0,1,32,33,3.03
November 30 2021,Carroll,NH,Passenger,0,1,1,4,5,20
August 31 2017,Yakima,WA,Truck,0,0,0,57636,57636,0
September 30 2020,Norfolk,VA,Passenger,2,2,4,336,340,1.18
November 30 2022,San Luis Obispo,CA,Passenger,1,0,1,59,60,1.67
August 31 2020,Flathead,MT,Passenger,2,0,2,64,66,3.03
January 31 2024,Galveston,TX,Passenger,0,1,1,15,16,6.25
August 31 2022,Sarasota,FL,Passenger,2,0,2,36,38,5.26
April 30 2024,Washtenaw,MI,Passenger,0,2,2,20,22,9.09
April 30 2017,Thurston,WA,Passenger,384,319,703,185655,186358,0.38
December 31 2018,Maui,HI,Passenger,2,0,2,53,55,3.64
December 31 2022,St. Louis,MO,Passenger,2,0,2,63,65,3.08
September 30 2021,Williamsburg,VA,Passenger,0,1,1,6,7,14.29
October 31 2023,Flathead,MT,Passenger,1,0,1,23,24,4.17
May 31 2024,Kauai,HI,Passenger,0,1,1,14,15,6.67
May 31 2021,Rogers,OK,Passenger,1,0,1,8,9,11.11
April 30 2017,Kittitas,WA,Truck,0,0,0,13481,13481,0
October 31 2018,Pima,AZ,Passenger,1,1,2,435,437,0.46
January 31 2019,Contra Costa,CA,Passenger,1,2,3,394,397,0.76
November 30 2019,Oklahoma,OK,Passenger,0,1,1,135,136,0.74
January 31 2024,Douglas,CO,Passenger,0,2,2,48,50,4
June 30 2023,Kittitas,WA,Truck,8,0,8,14595,14603,0.05
May 31 2020,Nueces,TX,Passenger,1,0,1,81,82,1.22
October 31 2021,Wake,NC,Passenger,1,0,1,131,132,0.76
December 31 2023,Grays Harbor,WA,Truck,14,0,14,20841,20855,0.07
May 31 2022,Lane,OR,Passenger,0,2,2,111,113,1.77
June 30 2018,Grays Harbor,WA,Passenger,52,58,110,46567,46677,0.24
July 31 2020,San Juan,WA,Passenger,311,94,405,13949,14354,2.82
February 29 2020,Chelan,WA,Truck,0,0,0,22561,22561,0
December 31 2020,Washington,OR,Passenger,1,0,1,437,438,0.23
May 31 2022,Skagit,WA,Truck,2,0,2,32369,32371,0.01
June 30 2020,Orange,CA,Passenger,7,2,9,519,528,1.7
October 31 2018,Pend Oreille,WA,Truck,0,0,0,5755,5755,0
May 31 2017,Tulare,CA,Passenger,1,0,1,194,195,0.51
January 31 2024,Burlington,NJ,Passenger,0,2,2,79,81,2.47
May 31 2020,Kent,MI,Passenger,0,1,1,29,30,3.33
January 31 2020,Fairfax,VA,Passenger,5,1,6,767,773,0.78
February 28 2022,Yellowstone,MT,Passenger,0,1,1,30,31,3.23
November 30 2021,Williams,ND,Passenger,0,1,1,8,9,11.11
December 31 2022,Olmsted,MN,Passenger,1,0,1,6,7,14.29
February 28 2021,Klickitat,WA,Passenger,65,45,110,14990,15100,0.73
May 31 2019,Okanogan,WA,Passenger,21,23,44,26063,26107,0.17
September 30 2022,Whitman,WA,Truck,2,0,2,8572,8574,0.02
March 31 2024,Prince George's,MD,Passenger,3,1,4,108,112,3.57
August 31 2018,Arlington,VA,Passenger,1,1,2,179,181,1.1
August 31 2019,Sangamon,IL,Passenger,1,0,1,6,7,14.29
October 31 2022,San Juan,WA,Passenger,548,165,713,13961,14674,4.86
February 28 2017,Fairfax,VA,Passenger,3,2,5,866,871,0.57
April 30 2017,Middlesex,MA,Passenger,1,0,1,145,146,0.68
August 31 2023,Leavenworth,KS,Passenger,0,1,1,81,82,1.22
June 30 2022,Geary,KS,Passenger,1,0,1,86,87,1.15
August 31 2024,Saratoga,NY,Passenger,1,1,2,27,29,6.9
November 30 2022,Howard,MD,Passenger,0,2,2,65,67,2.99
February 29 2020,Grays Harbor,WA,Passenger,109,108,217,48364,48581,0.45
April 30 2024,Mason,WA,Passenger,607,252,859,46068,46927,1.83
December 31 2021,Whitman,WA,Truck,0,0,0,8554,8554,0
August 31 2020,Clackamas,OR,Passenger,2,0,2,195,197,1.02
January 31 2022,Placer,CA,Passenger,2,0,2,84,86,2.33
March 31 2021,Orange,FL,Passenger,1,0,1,121,122,0.82
July 31 2024,Washoe,NV,Passenger,2,0,2,38,40,5
September 30 2018,Monterey,CA,Passenger,0,1,1,194,195,0.51
March 31 2020,Fairbanks North Star,AK,Passenger,0,1,1,104,105,0.95
November 30 2021,Cameron,TX,Passenger,1,0,1,25,26,3.85
October 31 2023,Kern,CA,Passenger,1,1,2,165,167,1.2
June 30 2018,Walla Walla,WA,Truck,0,0,0,13416,13416,0
September 30 2019,Harnett,NC,Passenger,1,1,2,217,219,0.91
May 31 2018,Collin,TX,Passenger,1,0,1,165,166,0.6
May 31 2021,Orange,NC,Passenger,1,0,1,12,13,7.69
April 30 2019,Collin,TX,Passenger,2,1,3,151,154,1.95
March 31 2020,Oldham,KY,Passenger,0,1,1,4,5,20
March 31 2022,St. Mary's,MD,Passenger,1,0,1,204,205,0.49
July 31 2022,Goochland,VA,Passenger,3,2,5,154,159,3.14
May 31 2017,Morris,NJ,Passenger,1,0,1,23,24,4.17
November 30 2023,King,WA,Truck,962,2,964,173189,174153,0.55
February 28 2019,Wahkiakum,WA,Truck,0,0,0,1720,1720,0
January 31 2017,Grant,WA,Passenger,16,21,37,60376,60413,0.06
February 28 2022,Tarrant,TX,Passenger,3,0,3,151,154,1.95
March 31 2022,Pima,AZ,Passenger,1,1,2,285,287,0.7
September 30 2021,Fresno,CA,Passenger,1,0,1,186,187,0.53
September 30 2022,Washtenaw,MI,Passenger,0,1,1,31,32,3.12
February 28 2023,Lincoln,OR,Passenger,0,1,1,20,21,4.76
December 31 2017,Prince William,VA,Passenger,0,4,4,268,272,1.47
June 30 2017,Klickitat,WA,Truck,0,0,0,7963,7963,0
September 30 2018,Cameron,TX,Passenger,1,0,1,30,31,3.23
March 31 2019,Spartanburg,SC,Passenger,0,1,1,38,39,2.56
August 31 2023,Lake,IN,Passenger,0,1,1,8,9,11.11
May 31 2021,Powhatan,VA,Passenger,1,0,1,1,2,50
April 30 2019,King,WA,Truck,5,1,6,181755,181761,0
May 31 2019,Cowlitz,WA,Truck,0,0,0,28839,28839,0
August 31 2020,Norfolk,VA,Passenger,2,2,4,333,337,1.19
July 31 2019,Penobscot,ME,Passenger,0,1,1,14,15,6.67
December 31 2019,Polk,FL,Passenger,1,0,1,78,79,1.27
May 31 2020,Clay,FL,Passenger,0,1,1,85,86,1.16
January 31 2024,Harford,MD,Passenger,1,1,2,44,46,4.35
June 30 2019,Pierce,WA,Passenger,1807,1555,3362,542772,546134,0.62
August 31 2017,Clallam,WA,Passenger,96,79,175,48547,48722,0.36
June 30 2023,Chesapeake,VA,Passenger,3,1,4,315,319,1.25
November 30 2023,Orange,FL,Passenger,2,0,2,57,59,3.39
July 31 2020,Whatcom,WA,Truck,3,0,3,43143,43146,0.01
June 30 2022,San Juan,WA,Truck,1,0,1,5982,5983,0.02
January 31 2024,El Paso,CO,Truck,1,0,1,132,133,0.75
January 31 2021,Stevens,WA,Truck,0,0,0,18743,18743,0
September 30 2019,El Paso,CO,Passenger,3,2,5,752,757,0.66
May 31 2017,Charles,MD,Passenger,0,1,1,89,90,1.11
September 30 2020,Lincoln,WA,Passenger,5,10,15,7591,7606,0.2
March 31 2022,Fort Bend,TX,Passenger,1,0,1,34,35,2.86
July 31 2018,Cameron,TX,Passenger,1,0,1,31,32,3.12
April 30 2022,El Paso,CO,Passenger,3,2,5,649,654,0.76
October 31 2021,Los Angeles,CA,Passenger,6,9,15,912,927,1.62
June 30 2022,Bartow,GA,Passenger,0,1,1,4,5,20
April 30 2022,Fort Bend,TX,Passenger,1,0,1,34,35,2.86
December 31 2022,Kent,DE,Passenger,1,0,1,52,53,1.89
September 30 2023,Arapahoe,CO,Passenger,1,1,2,74,76,2.63
September 30 2023,Montgomery,MD,Passenger,6,2,8,189,197,4.06
March 31 2019,Asotin,WA,Truck,0,0,0,6629,6629,0
July 31 2021,Sacramento,CA,Passenger,2,1,3,251,254,1.18
April 30 2024,Jefferson,NY,Passenger,2,0,2,168,170,1.18
December 31 2017,Okanogan,WA,Truck,0,0,0,16265,16265,0
January 31 2017,King,WA,Truck,8,1,9,191047,191056,0
July 31 2022,Wichita,TX,Passenger,1,0,1,41,42,2.38
July 31 2018,Gwinnett,GA,Passenger,0,1,1,85,86,1.16
July 31 2023,Muscogee,GA,Passenger,1,2,3,106,109,2.75
January 31 2023,Okanogan,WA,Truck,2,0,2,16421,16423,0.01
April 30 2023,Grant,WA,Truck,10,0,10,27966,27976,0.04
April 30 2018,San Francisco,CA,Passenger,0,1,1,136,137,0.73
August 31 2017,Maui,HI,Passenger,1,0,1,69,70,1.43
December 31 2022,Chelan,WA,Passenger,535,142,677,54177,54854,1.23
August 31 2021,Lincoln,WA,Passenger,7,15,22,7687,7709,0.29
August 31 2020,Whitman,WA,Passenger,46,48,94,22000,22094,0.43
September 30 2024,Walla Walla,WA,Truck,18,0,18,13147,13165,0.14
August 31 2022,Cowlitz,WA,Truck,2,0,2,28422,28424,0.01
August 31 2021,Spartanburg,SC,Passenger,0,1,1,51,52,1.92
July 31 2020,Clallam,WA,Truck,1,0,1,21686,21687,0
February 28 2022,Mercer,NJ,Passenger,0,1,1,11,12,8.33
February 29 2024,Oldham,KY,Passenger,0,1,1,3,4,25
December 31 2018,San Diego,CA,Passenger,9,3,12,2581,2593,0.46
June 30 2023,Palm Beach,FL,Passenger,2,1,3,55,58,5.17
April 30 2022,Pacific,WA,Truck,0,0,0,7969,7969,0
May 31 2020,Utah,UT,Passenger,0,1,1,144,145,0.69
September 30 2019,San Juan,WA,Passenger,229,73,302,14425,14727,2.05
December 31 2019,Osceola,FL,Passenger,1,0,1,45,46,2.17
February 28 2023,Allen,IN,Passenger,1,0,1,17,18,5.56
March 31 2019,Manatee,FL,Passenger,1,0,1,36,37,2.7
September 30 2018,Morris,NJ,Passenger,1,0,1,16,17,5.88
December 31 2022,Montgomery,MD,Passenger,4,3,7,203,210,3.33
September 30 2021,Los Angeles,CA,Passenger,6,9,15,927,942,1.59
March 31 2023,Palm Beach,FL,Passenger,2,1,3,56,59,5.08
June 30 2024,Lincoln,WA,Passenger,27,27,54,7513,7567,0.71
April 30 2018,Stevens,WA,Truck,0,0,0,18501,18501,0
September 30 2023,Kern,CA,Passenger,1,1,2,171,173,1.16
November 30 2023,Mohave,AZ,Passenger,1,0,1,37,38,2.63
November 30 2023,Essex,NJ,Passenger,2,0,2,8,10,20
September 30 2024,Washtenaw,MI,Passenger,0,2,2,14,16,12.5
December 31 2020,Albemarle,VA,Passenger,1,0,1,23,24,4.17
May 31 2018,Mercer,NJ,Passenger,0,1,1,18,19,5.26
January 31 2019,Palm Beach,FL,Passenger,0,2,2,92,94,2.13
June 30 2021,Wilson,TX,Passenger,0,1,1,4,5,20
August 31 2023,Lewis,WA,Truck,8,0,8,25864,25872,0.03
August 31 2017,Douglas,WA,Passenger,35,27,62,26833,26895,0.23
May 31 2024,DeKalb,GA,Passenger,1,0,1,32,33,3.03
September 30 2021,Denton,TX,Passenger,1,0,1,83,84,1.19
November 30 2017,Shelby,TN,Passenger,0,1,1,106,107,0.93
January 31 2022,San Luis Obispo,CA,Passenger,1,0,1,64,65,1.54
September 30 2020,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50
November 30 2023,Thurston,WA,Passenger,3681,1370,5051,189552,194603,2.6
February 28 2019,El Paso,CO,Passenger,3,3,6,769,775,0.77
June 30 2024,Middlesex,NJ,Passenger,1,0,1,21,22,4.55
February 28 2023,Skamania,WA,Truck,1,0,1,3872,3873,0.03
April 30 2024,San Diego,CA,Truck,1,0,1,402,403,0.25
January 31 2023,Kern,CA,Passenger,1,1,2,207,209,0.96
May 31 2018,Clay,FL,Passenger,0,1,1,95,96,1.04
July 31 2024,Gwinnett,GA,Passenger,1,0,1,36,37,2.7
April 30 2022,Penobscot,ME,Passenger,0,1,1,7,8,12.5
February 29 2020,Adams,WA,Truck,0,0,0,5219,5219,0
April 30 2023,San Juan,WA,Passenger,600,175,775,13812,14587,5.31
July 31 2021,Riverside,CA,Passenger,5,1,6,576,582,1.03
January 31 2021,Utah,UT,Passenger,0,1,1,139,140,0.71
February 28 2019,Mecklenburg,NC,Passenger,1,0,1,82,83,1.2
February 29 2020,Benton,WA,Truck,0,0,0,42563,42563,0
July 31 2021,Pend Oreille,WA,Truck,0,0,0,5743,5743,0
May 31 2019,Pacific,WA,Truck,0,0,0,7654,7654,0
September 30 2019,Portsmouth,VA,Passenger,0,1,1,78,79,1.27
November 30 2018,Dale,AL,Passenger,0,1,1,54,55,1.82
October 31 2021,Santa Clara,CA,Passenger,10,2,12,276,288,4.17
January 31 2023,Monterey,CA,Passenger,0,4,4,146,150,2.67
November 30 2018,Ferry,WA,Passenger,3,2,5,4383,4388,0.11
June 30 2022,San Juan,WA,Passenger,513,157,670,14049,14719,4.55
August 31 2023,Whatcom,WA,Truck,66,0,66,42616,42682,0.15
January 31 2023,Grant,WA,Truck,5,0,5,28006,28011,0.02
September 30 2018,Marion,IN,Passenger,1,0,1,120,121,0.83
June 30 2019,Wahkiakum,WA,Truck,0,0,0,1754,1754,0
April 30 2019,Harnett,NC,Passenger,1,1,2,216,218,0.92
December 31 2017,Ramsey,MN,Passenger,1,0,1,40,41,2.44
February 28 2023,Carroll,MD,Passenger,0,1,1,20,21,4.76
July 31 2018,Montgomery,PA,Passenger,2,0,2,33,35,5.71
December 31 2022,Thurston,WA,Passenger,2620,1130,3750,191574,195324,1.92
January 31 2022,Wahkiakum,WA,Passenger,17,11,28,3074,3102,0.9
May 31 2022,Norfolk,VA,Passenger,2,3,5,293,298,1.68
December 31 2018,Klickitat,WA,Truck,0,0,0,8201,8201,0
June 30 2020,Grays Harbor,WA,Truck,0,0,0,20899,20899,0
July 31 2018,Norfolk,MA,Passenger,1,0,1,40,41,2.44
July 31 2024,Williamson,TX,Passenger,1,0,1,39,40,2.5
July 31 2021,Columbia,WA,Passenger,6,2,8,2469,2477,0.32
August 31 2023,Utah,UT,Passenger,1,0,1,94,95,1.05
February 28 2017,Clallam,WA,Truck,0,0,0,21023,21023,0
October 31 2017,Lake,CA,Passenger,0,1,1,12,13,7.69
April 30 2023,Hennepin,MN,Passenger,1,0,1,45,46,2.17
May 31 2019,Santa Fe,NM,Passenger,0,1,1,41,42,2.38
February 28 2021,Williams,ND,Passenger,0,1,1,10,11,9.09
December 31 2017,Benton,WA,Passenger,172,167,339,130201,130540,0.26
August 31 2017,Lewis,WA,Passenger,55,40,95,55799,55894,0.17
October 31 2020,Twin Falls,ID,Passenger,0,1,1,26,27,3.7
October 31 2018,Volusia,FL,Passenger,0,1,1,40,41,2.44
March 31 2019,Thurston,WA,Truck,0,0,0,54924,54924,0
April 30 2019,Harris,TX,Passenger,0,1,1,289,290,0.34
February 28 2019,Penobscot,ME,Passenger,0,1,1,14,15,6.67
September 30 2024,Marin,CA,Passenger,1,1,2,28,30,6.67
December 31 2021,Skagit,WA,Passenger,696,302,998,91033,92031,1.08
April 30 2019,San Juan,WA,Passenger,204,69,273,14326,14599,1.87
February 28 2018,Richland,SC,Passenger,0,1,1,173,174,0.57
May 31 2018,Shelby,TN,Passenger,0,1,1,106,107,0.93
July 31 2019,Kootenai,ID,Passenger,1,2,3,227,230,1.3
March 31 2024,Solano,CA,Passenger,5,0,5,133,138,3.62
January 31 2020,Collin,TX,Passenger,2,1,3,144,147,2.04
October 31 2022,New London,CT,Passenger,2,3,5,194,199,2.51
May 31 2018,Travis,TX,Passenger,1,1,2,205,207,0.97
February 28 2021,Washington,MD,Passenger,1,0,1,9,10,10
June 30 2024,Flathead,MT,Passenger,1,0,1,17,18,5.56
July 31 2017,Wahkiakum,WA,Truck,0,0,0,1659,1659,0
September 30 2020,Williams,ND,Passenger,0,1,1,11,12,8.33
March 31 2020,Jefferson,WA,Truck,0,0,0,9590,9590,0
August 31 2021,Allegheny,PA,Passenger,2,1,3,74,77,3.9
February 28 2017,Lewis,WA,Truck,0,0,0,24788,24788,0
July 31 2019,Franklin,WA,Truck,0,0,0,19360,19360,0
September 30 2020,Jefferson,WA,Truck,0,0,0,9537,9537,0
December 31 2017,Dallas,TX,Passenger,0,1,1,192,193,0.52
May 31 2021,Marion,IA,Passenger,1,0,1,1,2,50
February 28 2018,Island,WA,Passenger,165,172,337,61829,62166,0.54
December 31 2023,Okanogan,WA,Passenger,160,76,236,26095,26331,0.9
February 28 2021,Skamania,WA,Truck,0,0,0,4029,4029,0
September 30 2024,Currituck,NC,Passenger,1,0,1,13,14,7.14
February 29 2020,Island,WA,Passenger,400,264,664,63364,64028,1.04
March 31 2022,New York,NY,Passenger,2,0,2,45,47,4.26
September 30 2020,Montgomery,OH,Passenger,0,1,1,47,48,2.08
June 30 2019,Mecklenburg,NC,Passenger,1,0,1,90,91,1.1
November 30 2019,Columbia,WA,Passenger,3,2,5,2443,2448,0.2
August 31 2021,Frederick,MD,Passenger,1,1,2,63,65,3.08
May 31 2023,Bartow,GA,Passenger,0,1,1,4,5,20
September 30 2023,Shelby,AL,Passenger,1,0,1,4,5,20
June 30 2017,Whatcom,WA,Passenger,463,175,638,143018,143656,0.44
September 30 2024,District of Columbia,DC,Passenger,3,0,3,110,113,2.65
June 30 2018,Garfield,OK,Passenger,1,0,1,19,20,5
August 31 2020,Greene,MO,Passenger,0,1,1,37,38,2.63
May 31 2018,Grant,WA,Passenger,30,44,74,63009,63083,0.12
February 28 2018,Benton,WA,Truck,0,0,0,40753,40753,0
November 30 2023,Kern,CA,Passenger,1,1,2,162,164,1.22
August 31 2022,Skamania,WA,Truck,0,0,0,3901,3901,0
November 30 2023,Chesapeake,VA,Passenger,2,0,2,299,301,0.66
December 31 2022,Sedgwick,KS,Passenger,0,1,1,73,74,1.35
October 31 2021,Cameron,TX,Passenger,1,0,1,25,26,3.85
November 30 2020,Bucks,PA,Passenger,1,0,1,23,24,4.17
March 31 2022,Kitsap,WA,Passenger,2274,1005,3279,178807,182086,1.8
September 30 2019,Garfield,WA,Passenger,0,1,1,1309,1310,0.08
